iter	Passed	Remaining
1631	233412	195654
1632	233552	195509
1633	233687	195359
1634	233821	195209
1635	233959	195061
1636	234086	194905
1637	234221	194755
1638	234357	194606
1639	234485	194451
1640	234634	194313
1641	234761	194157
1642	234899	194010
1643	235048	193871
1644	235188	193726
1645	235323	193577
1646	235471	193438
1647	235603	193286
1648	235737	193136
1649	235870	192984
1650	236014	192842
1651	236150	192694
1652	236295	192553
1653	236426	192400
1654	236575	192261
1655	236740	192137
1656	236873	191985
1657	237008	191836
1658	237147	191690
1659	237280	191539
1660	237419	191393
1661	237559	191248
1662	237691	191096
1663	237828	190948
1664	237962	190799
1665	238097	190649
1666	238238	190505
1667	238372	190355
1668	238506	190204
1669	238652	190064
1670	238795	189921
1671	238950	189788
1672	239089	189642
1673	239270	189530
1674	239425	189396
1675	239579	189261
1676	239732	189126
1677	239884	188991
1678	240018	188841
1679	240149	188689
1680	240290	188544
1681	240439	188406
1682	240633	188303
1683	240784	188166
1684	240917	188015
1685	241053	187867
1686	241196	187724
1687	241326	187571
1688	241468	187427
1689	241603	187278
1690	241739	187130
1691	241872	186979
1692	242005	186828
1693	242137	186677
1694	242277	186532
1695	242409	186380
1696	242547	186234
1697	242688	186090
1698	242832	185947
1699	242974	185803
1700	243119	185662
1701	243274	185529
1702	243417	185386
1703	243549	185235
1704	243679	185081
1705	243819	184936
1706	243959	184791
1707	244092	184641
1708	244232	184496
1709	244374	184352
1710	244513	184206
1711	244655	184062
1712	244810	183929
1713	244982	183808
1714	245127	183667
1715	245259	183516
1716	245391	183364
1717	245535	183222
1718	245677	183079
1719	245820	182936
1720	245955	182787
1721	246136	182672
1722	246268	182521
1723	246427	182390
1724	246564	182243
1725	246699	182094
1726	246842	181951
1727	246986	181809
1728	247132	181668
1729	247275	181525
1730	247423	181386
1731	247558	181238
1732	247688	181085
1733	247861	180964
1734	248002	180820
1735	248138	180672
1736	248273	180523
1737	248410	180376
1738	248552	180232
1739	248703	180095
1740	248881	179978
1741	249026	179836
1742	249170	179694
1743	249314	179551
1744	249446	179401
1745	249582	179253
1746	249710	179099
1747	249899	178989
1748	250033	178840
1749	250166	178690
1750	250308	178546
1751	250445	178399
1752	250588	178256
1753	250722	178107
1754	250872	177969
1755	251007	177820
1756	251152	177679
1757	251283	177528
1758	251417	177378
1759	251547	177226
1760	251694	177086
1761	251827	176936
1762	251959	176785
1763	252099	176641
1764	252229	176489
1765	252362	176339
1766	252501	176193
1767	252638	176046
1768	252769	175895
1769	252905	175748
1770	253033	175594
1771	253163	175442
1772	253404	175368
1773	253556	175231
1774	253730	175109
1775	253977	175038
1776	254135	174906
1777	254324	174794
1778	254516	174685
1779	254719	174583
1780	254895	174462
1781	255041	174321
1782	255182	174177
1783	255320	174029
1784	255481	173899
1785	255652	173775
1786	255844	173665
1787	256016	173541
1788	256178	173410
1789	256350	173287
1790	256522	173163
1791	256660	173016
1792	256876	172922
1793	257035	172789
1794	257170	172640
1795	257298	172487
1796	257448	172348
1797	257582	172199
1798	257704	172041
1799	257833	171888
1800	257958	171733
1801	258111	171596
1802	258267	171462
1803	258429	171331
1804	258592	171200
1805	258717	171045
1806	258870	170908
1807	259039	170782
1808	259237	170675
1809	259381	170532
1810	259515	170382
1811	259643	170229
1812	259778	170081
1813	259929	169943
1814	260075	169801
1815	260212	169654
1816	260347	169505
1817	260480	169355
1818	260625	169212
1819	260762	169065
1820	260903	168921
1821	261040	168773
1822	261179	168627
1823	261306	168474
1824	261439	168324
1825	261567	168170
1826	261699	168020
1827	261826	167867
1828	261971	167725
1829	262143	167600
1830	262281	167453
1831	262438	167318
1832	262577	167172
1833	262713	167024
1834	262858	166882
1835	262991	166733
1836	263123	166582
1837	263277	166446
1838	263415	166299
1839	263553	166153
1840	263697	166010
1841	263837	165865
1842	263964	165711
1843	264117	165574
1844	264310	165462
1845	264444	165313
1846	264593	165173
1847	264722	165022
1848	264862	164876
1849	265014	164738
1850	265162	164598
1851	265318	164463
1852	265470	164325
1853	265644	164200
1854	265815	164075
1855	265942	163921
1856	266068	163767
1857	266198	163616
1858	266340	163472
1859	266472	163321
1860	266625	163184
1861	266756	163033
1862	266894	162887
1863	267027	162737
1864	267162	162589
1865	267296	162440
1866	267432	162292
1867	267568	162145
1868	267704	161997
1869	267846	161853
1870	267980	161704
1871	268141	161572
1872	268336	161460
1873	268502	161330
1874	268634	161180
1875	268769	161032
1876	268907	160886
1877	269037	160734
1878	269165	160582
1879	269296	160431
1880	269420	160277
1881	269551	160126
1882	269683	159977
1883	269827	159834
1884	269967	159689
1885	270116	159549
1886	270249	159400
1887	270386	159252
1888	270521	159105
1889	270662	158960
1890	270796	158811
1891	270921	158658
1892	271056	158509
1893	271192	158362
1894	271324	158212
1895	271459	158065
1896	271589	157914
1897	271724	157766
1898	271864	157621
1899	271999	157473
1900	272129	157322
1901	272268	157177
1902	272426	157042
1903	272550	156888
1904	272685	156740
1905	272825	156595
1906	272959	156447
1907	273092	156298
1908	273228	156150
1909	273367	156005
1910	273506	155860
1911	273645	155714
1912	273783	155568
1913	273917	155420
1914	274053	155272
1915	274185	155123
1916	274318	154975
1917	274455	154828
1918	274606	154689
1919	274756	154550
1920	274889	154401
1921	275024	154253
1922	275162	154108
1923	275301	153962
1924	275432	153812
1925	275574	153669
1926	275715	153524
1927	275857	153381
1928	275993	153234
1929	276130	153088
1930	276262	152938
1931	276397	152791
1932	276529	152641
1933	276667	152496
1934	276795	152345
1935	276932	152198
1936	277048	152040
1937	277179	151891
1938	277326	151749
1939	277465	151604
1940	277644	151481
1941	277789	151339
1942	277930	151195
1943	278057	151043
1944	278200	150900
1945	278336	150753
1946	278469	150604
1947	278614	150463
1948	278745	150313
1949	278882	150167
1950	279036	150030
1951	279178	149886
1952	279322	149744
1953	279451	149593
1954	279588	149447
1955	279723	149300
1956	279851	149149
1957	279994	149006
1958	280120	148853
1959	280251	148705
1960	280391	148560
1961	280525	148412
1962	280673	148272
1963	280812	148127
1964	280960	147986
1965	281093	147838
1966	281222	147688
1967	281366	147546
1968	281563	147431
1969	281706	147288
1970	281844	147142
1971	281972	146991
1972	282107	146844
1973	282298	146726
1974	282435	146580
1975	282569	146432
1976	282715	146291
1977	282854	146146
1978	283033	146021
1979	283254	145918
1980	283568	145863
1981	283812	145772
1982	284003	145654
1983	284202	145538
1984	284348	145397
1985	284505	145260
1986	284650	145118
1987	284826	144992
1988	284967	144847
1989	285108	144703
1990	285249	144558
1991	285393	144416
1992	285535	144271
1993	285704	144141
1994	285893	144021
1995	286050	143885
1996	286236	143763
1997	286425	143642
1998	286648	143539
1999	286860	143430
2000	287028	143299
2001	287186	143163
2002	287325	143017
2003	287456	142867
2004	287583	142716
2005	287723	142570
2006	287850	142419
2007	287995	142276
2008	288137	142132
2009	288279	141988
2010	288423	141845
2011	288558	141697
2012	288684	141545
2013	288826	141401
2014	288970	141258
2015	289133	141124
2016	289274	140979
2017	289446	140850
2018	289578	140701
2019	289723	140558
2020	289864	140414
2021	290032	140282
2022	290160	140131
2023	290313	139993
2024	290452	139847
2025	290603	139707
2026	290736	139559
2027	290897	139424
2028	291040	139280
2029	291206	139147
2030	291340	139000
2031	291475	138852
2032	291642	138720
2033	291776	138572
2034	291914	138426
2035	292052	138280
2036	292185	138131
2037	292325	137986
2038	292461	137839
2039	292586	137687
2040	292719	137539
2041	292860	137395
2042	293000	137249
2043	293131	137100
2044	293283	136961
2045	293420	136815
2046	293581	136679
2047	293728	136537
2048	293913	136413
2049	294191	136332
2050	294398	136218
2051	294582	136093
2052	294743	135958
2053	294913	135826
2054	295060	135684
2055	295207	135542
2056	295375	135410
2057	295562	135286
2058	295691	135136
2059	295832	134991
2060	295961	134841
2061	296142	134714
2062	296275	134566
2063	296439	134432
2064	296573	134283
2065	296704	134134
2066	296841	133987
2067	296972	133838
2068	297154	133712
2069	297287	133563
2070	297419	133415
2071	297554	133267
2072	297691	133121
2073	297838	132978
2074	297981	132835
2075	298132	132694
2076	298279	132552
2077	298422	132408
2078	298560	132262
2079	298696	132115
2080	298835	131970
2081	298969	131822
2082	299123	131683
2083	299269	131540
2084	299415	131398
2085	299554	131252
2086	299689	131105
2087	299840	130964
2088	299973	130816
2089	300109	130669
2090	300254	130526
2091	300390	130380
2092	300526	130232
2093	300662	130085
2094	300794	129937
2095	300932	129791
2096	301083	129651
2097	301208	129499
2098	301384	129369
2099	301511	129219
2100	301641	129070
2101	301792	128929
2102	301933	128784
2103	302072	128639
2104	302207	128492
2105	302372	128357
2106	302523	128217
2107	302656	128068
2108	302794	127922
2109	302964	127790
2110	303117	127651
2111	303256	127505
2112	303411	127366
2113	303543	127218
2114	303704	127082
2115	303854	126941
2116	303989	126793
2117	304122	126645
2118	304269	126503
2119	304411	126359
2120	304542	126210
2121	304682	126065
2122	304835	125926
2123	304973	125779
2124	305112	125634
2125	305246	125487
2126	305392	125344
2127	305538	125202
2128	305666	125051
2129	305818	124911
2130	306014	124789
2131	306197	124662
2132	306358	124525
2133	306509	124384
2134	306658	124243
2135	306803	124100
2136	306937	123952
2137	307068	123804
2138	307200	123655
2139	307346	123513
2140	307496	123371
2141	307685	123246
2142	307849	123111
2143	308009	122974
2144	308157	122832
2145	308302	122688
2146	308490	122562
2147	308635	122419
2148	308799	122284
2149	308945	122141
2150	309105	122003
2151	309262	121865
2152	309408	121722
2153	309685	121631
2154	309878	121506
2155	310020	121362
2156	310152	121214
2157	310286	121066
2158	310424	120920
2159	310553	120770
2160	310694	120625
2161	310835	120481
2162	310973	120334
2163	311108	120188
2164	311255	120045
2165	311384	119895
2166	311508	119744
2167	311647	119598
2168	311776	119449
2169	311910	119302
2170	312045	119155
2171	312186	119010
2172	312326	118865
2173	312454	118715
2174	312604	118574
2175	312749	118430
2176	312882	118282
2177	313026	118139
2178	313211	118011
2179	313377	117875
2180	313545	117741
2181	313793	117636
2182	313996	117515
2183	314203	117394
2184	314377	117262
2185	314532	117122
2186	314769	117013
2187	314979	116893
2188	315136	116754
2189	315313	116622
2190	315491	116491
2191	315758	116392
2192	315944	116263
2193	316115	116129
2194	316329	116011
2195	316508	115880
2196	316670	115742
2197	316878	115621
2198	317013	115474
2199	317151	115327
2200	317289	115181
2201	317435	115037
2202	317574	114891
2203	317709	114744
2204	317864	114604
2205	318000	114457
2206	318137	114310
2207	318271	114162
2208	318404	114014
2209	318539	113867
2210	318674	113719
2211	318809	113572
2212	318956	113429
2213	319097	113283
2214	319238	113138
2215	319369	112989
2216	319512	112845
2217	319655	112700
2218	319787	112552
2219	319920	112404
2220	320061	112259
2221	320197	112112
2222	320332	111965
2223	320471	111819
2224	320612	111674
2225	320750	111527
2226	320885	111380
2227	321030	111236
2228	321180	111094
2229	321306	110944
2230	321454	110801
2231	321581	110651
2232	321712	110503
2233	321845	110355
2234	321987	110210
2235	322121	110063
2236	322264	109918
2237	322401	109772
2238	322536	109625
2239	322675	109479
2240	322808	109331
2241	322960	109190
2242	323088	109040
2243	323218	108891
2244	323346	108742
2245	323472	108592
2246	323598	108442
2247	323737	108296
2248	323872	108149
2249	324061	108020
2250	324193	107872
2251	324329	107725
2252	324463	107578
2253	324602	107432
2254	324749	107289
2255	324887	107143
2256	325029	106999
2257	325172	106854
2258	325309	106708
2259	325437	106559
2260	325585	106416
2261	325720	106269
2262	325845	106119
2263	325973	105970
2264	326112	105824
2265	326242	105676
2266	326383	105531
2267	326507	105380
2268	326642	105233
2269	326779	105087
2270	326912	104940
2271	327039	104790
2272	327204	104653
2273	327334	104505
2274	327466	104357
2275	327605	104211
2276	327750	104068
2277	327891	103923
2278	328034	103779
2279	328176	103634
2280	328322	103491
2281	328459	103345
2282	328609	103203
2283	328780	103067
2284	328924	102923
2285	329064	102778
2286	329220	102638
2287	329366	102495
2288	329510	102351
2289	329645	102204
2290	329781	102058
2291	329917	101911
2292	330052	101765
2293	330210	101625
2294	330361	101483
2295	330490	101334
2296	330624	101187
2297	330754	101039
2298	330891	100893
2299	331033	100749
2300	331252	100628
2301	331405	100487
2302	331539	100339
2303	331664	100190
2304	331799	100043
2305	331930	99895
2306	332074	99751
2307	332206	99604
2308	332344	99458
2309	332480	99312
2310	332614	99165
2311	332749	99018
2312	332886	98872
2313	333039	98731
2314	333176	98585
2315	333320	98441
2316	333457	98295
2317	333583	98146
2318	333715	97999
2319	333844	97851
2320	333983	97705
2321	334133	97563
2322	334266	97416
2323	334399	97269
2324	334532	97122
2325	334704	96986
2326	334833	96838
2327	334956	96688
2328	335095	96543
2329	335241	96399
2330	335395	96259
2331	335523	96110
2332	335667	95966
2333	335801	95819
2334	335943	95675
2335	336064	95525
2336	336189	95376
2337	336329	95231
2338	336467	95085
2339	336599	94938
2340	336736	94792
2341	336869	94645
2342	337006	94499
2343	337157	94358
2344	337309	94216
2345	337461	94074
2346	337613	93933
2347	337763	93791
2348	337912	93648
2349	338049	93503
2350	338193	93359
2351	338330	93213
2352	338515	93080
2353	338654	92935
2354	338781	92787
2355	338916	92640
2356	339052	92495
2357	339188	92348
2358	339321	92202
2359	339462	92057
2360	339603	91912
2361	339729	91764
2362	339862	91617
2363	340008	91474
2364	340136	91326
2365	340266	91178
2366	340401	91032
2367	340546	90889
2368	340666	90738
2369	340799	90592
2370	340931	90445
2371	341067	90299
2372	341202	90153
2373	341337	90007
2374	341474	89861
2375	341607	89715
2376	341748	89570
2377	341883	89424
2378	342021	89279
2379	342165	89135
2380	342289	88986
2381	342433	88842
2382	342589	88702
2383	342731	88558
2384	342891	88418
2385	343083	88287
2386	343294	88160
2387	343495	88031
2388	343660	87892
2389	343816	87752
2390	343989	87615
2391	344124	87469
2392	344268	87325
2393	344400	87179
2394	344531	87031
2395	344675	86888
2396	344805	86740
2397	344934	86593
2398	345066	86446
2399	345193	86298
2400	345319	86150
2401	345458	86005
2402	345613	85864
2403	345810	85733
2404	345942	85586
2405	346075	85440
2406	346223	85297
2407	346365	85152
2408	346502	85007
2409	346641	84862
2410	346778	84716
2411	346920	84572
2412	347066	84429
2413	347199	84282
2414	347345	84139
2415	347476	83992
2416	347620	83848
2417	347755	83703
2418	347897	83558
2419	348028	83411
2420	348157	83264
2421	348288	83117
2422	348435	82974
2423	348575	82829
2424	348711	82684
2425	348848	82538
2426	348975	82391
2427	349116	82246
2428	349256	82101
2429	349407	81959
2430	349555	81817
2431	349702	81674
2432	349837	81528
2433	349973	81382
2434	350104	81235
2435	350241	81090
2436	350370	80943
2437	350500	80796
2438	350631	80649
2439	350756	80501
2440	350887	80354
2441	351031	80211
2442	351165	80065
2443	351291	79917
2444	351410	79767
2445	351543	79621
2446	351679	79476
2447	351805	79328
2448	351944	79183
2449	352076	79037
2450	352201	78889
2451	352340	78745
2452	352468	78597
2453	352597	78450
2454	352737	78306
2455	352875	78161
2456	353082	78031
2457	353233	77889
2458	353376	77745
2459	353522	77602
2460	353651	77455
2461	353790	77310
2462	353934	77167
2463	354083	77024
2464	354218	76879
2465	354351	76732
2466	354484	76587
2467	354615	76440
2468	354746	76294
2469	354873	76146
2470	355019	76003
2471	355155	75858
2472	355294	75713
2473	355433	75569
2474	355578	75425
2475	355718	75281
2476	355851	75135
2477	355993	74991
2478	356138	74848
2479	356268	74701
2480	356405	74556
2481	356546	74412
2482	356687	74268
2483	356831	74124
2484	356968	73979
2485	357103	73833
2486	357235	73687
2487	357373	73543
2488	357523	73400
2489	357666	73256
2490	357815	73114
2491	357947	72968
2492	358093	72825
2493	358236	72681
2494	358383	72538
2495	358507	72390
2496	358642	72245
2497	358771	72099
2498	358905	71953
2499	359058	71811
2500	359248	71677
2501	359387	71532
2502	359522	71387
2503	359655	71241
2504	359793	71096
2505	359924	70950
2506	360046	70802
2507	360201	70661
2508	360347	70518
2509	360489	70374
2510	360624	70229
2511	360769	70085
2512	360892	69938
2513	361024	69792
2514	361157	69646
2515	361301	69503
2516	361432	69357
2517	361563	69211
2518	361701	69066
2519	361840	68922
2520	361974	68776
2521	362104	68630
2522	362253	68487
2523	362391	68343
2524	362517	68196
2525	362661	68052
2526	362800	67908
2527	362943	67764
2528	363078	67619
2529	363209	67473
2530	363361	67331
2531	363504	67188
2532	363642	67043
2533	363773	66897
2534	363909	66752
2535	364051	66608
2536	364188	66464
2537	364327	66319
2538	364473	66176
2539	364616	66032
2540	364746	65886
2541	364892	65743
2542	365030	65599
2543	365156	65452
2544	365285	65306
2545	365491	65174
2546	365612	65026
2547	365747	64881
2548	365880	64736
2549	366023	64592
2550	366156	64446
2551	366287	64301
2552	366425	64156
2553	366571	64013
2554	366702	63868
2555	366835	63722
2556	366979	63579
2557	367113	63434
2558	367241	63287
2559	367386	63144
2560	367526	63000
2561	367661	62855
2562	367797	62710
2563	367940	62567
2564	368070	62421
2565	368198	62275
2566	368329	62129
2567	368468	61985
2568	368607	61841
2569	368745	61696
2570	368880	61551
2571	369024	61408
2572	369164	61264
2573	369302	61120
2574	369428	60973
2575	369566	60829
2576	369701	60684
2577	369837	60539
2578	369962	60393
2579	370099	60248
2580	370236	60104
2581	370373	59959
2582	370514	59816
2583	370651	59671
2584	370797	59528
2585	370929	59383
2586	371062	59237
2587	371200	59093
2588	371336	58949
2589	371480	58805
2590	371633	58663
2591	371772	58519
2592	371907	58375
2593	372042	58230
2594	372174	58084
2595	372323	57942
2596	372468	57799
2597	372668	57664
2598	372800	57519
2599	372938	57375
2600	373238	57255
2601	373435	57120
2602	373653	56988
2603	373863	56854
2604	374045	56717
2605	374194	56574
2606	374422	56443
2607	374582	56302
2608	374750	56162
2609	374949	56026
2610	375129	55888
2611	375289	55747
2612	375430	55603
2613	375565	55458
2614	375715	55315
2615	375851	55170
2616	375977	55024
2617	376121	54880
2618	376289	54740
2619	376464	54601
2620	376668	54466
2621	376863	54330
2622	377022	54188
2623	377189	54048
2624	377355	53907
2625	377492	53763
2626	377626	53618
2627	377760	53472
2628	377905	53329
2629	378056	53186
2630	378200	53042
2631	378329	52897
2632	378456	52751
2633	378587	52605
2634	378713	52459
2635	378892	52320
2636	379017	52174
2637	379142	52027
2638	379283	51883
2639	379417	51738
2640	379551	51593
2641	379693	51449
2642	379840	51306
2643	379972	51161
2644	380106	51016
2645	380239	50871
2646	380365	50725
2647	380505	50580
2648	380640	50435
2649	380775	50291
2650	380938	50149
2651	381076	50005
2652	381211	49860
2653	381343	49715
2654	381477	49570
2655	381608	49425
2656	381738	49279
2657	381876	49135
2658	382035	48993
2659	382174	48849
2660	382307	48704
2661	382444	48559
2662	382579	48415
2663	382717	48270
2664	382853	48126
2665	382995	47982
2666	383133	47837
2667	383271	47693
2668	383401	47548
2669	383533	47402
2670	383666	47258
2671	383804	47113
2672	383939	46968
2673	384080	46825
2674	384225	46681
2675	384353	46536
2676	384492	46391
2677	384629	46247
2678	384758	46102
2679	384902	45958
2680	385103	45821
2681	385241	45677
2682	385374	45532
2683	385516	45388
2684	385641	45242
2685	385765	45096
2686	385912	44953
2687	386038	44807
2688	386173	44663
2689	386319	44520
2690	386443	44374
2691	386577	44229
2692	386713	44084
2693	386842	43939
2694	386982	43795
2695	387128	43652
2696	387258	43507
2697	387393	43362
2698	387519	43217
2699	387653	43072
2700	387784	42927
2701	387919	42783
2702	388072	42640
2703	388201	42495
2704	388326	42349
2705	388461	42205
2706	388583	42059
2707	388726	41915
2708	388858	41771
2709	388985	41625
2710	389123	41481
2711	389257	41337
2712	389391	41192
2713	389519	41047
2714	389651	40902
2715	389792	40758
2716	389922	40613
2717	390057	40469
2718	390192	40325
2719	390390	40187
2720	390517	40042
2721	390643	39896
2722	390776	39752
2723	390914	39608
2724	391044	39463
2725	391169	39317
2726	391306	39173
2727	391435	39028
2728	391563	38883
2729	391695	38739
2730	391826	38594
2731	391953	38449
2732	392084	38304
2733	392221	38160
2734	392365	38017
2735	392507	37873
2736	392644	37729
2737	392779	37585
2738	392914	37440
2739	393047	37296
2740	393190	37153
2741	393321	37008
2742	393463	36864
2743	393608	36721
2744	393741	36577
2745	393878	36433
2746	394012	36288
2747	394140	36143
2748	394272	35999
2749	394454	35859
2750	394667	35722
2751	394864	35583
2752	395052	35444
2753	395199	35301
2754	395357	35158
2755	395545	35019
2756	395764	34882
2757	395928	34740
2758	396086	34598
2759	396245	34456
2760	396385	34312
2761	396587	34173
2762	396719	34029
2763	396851	33884
2764	396988	33740
2765	397127	33596
2766	397259	33451
2767	397384	33306
2768	397543	33164
2769	397677	33020
2770	397817	32876
2771	397952	32732
2772	398094	32588
2773	398238	32444
2774	398372	32300
2775	398513	32156
2776	398650	32012
2777	398787	31868
2778	398937	31725
2779	399075	31581
2780	399210	31437
2781	399341	31292
2782	399509	31151
2783	399709	31011
2784	399858	30868
2785	399999	30724
2786	400162	30582
2787	400329	30441
2788	400495	30299
2789	400676	30158
2790	400817	30014
2791	400953	29870
2792	401110	29727
2793	401252	29584
2794	401395	29440
2795	401586	29300
2796	401793	29161
2797	401960	29019
2798	402159	28879
2799	402352	28739
2800	402528	28598
2801	402793	28462
2802	403012	28324
2803	403249	28187
2804	403425	28045
2805	403630	27906
2806	403837	27766
2807	403988	27623
2808	404126	27478
2809	404296	27336
2810	404458	27194
2811	404630	27052
2812	404782	26908
2813	404938	26765
2814	405068	26620
2815	405205	26476
2816	405346	26332
2817	405485	26188
2818	405625	26044
2819	405765	25899
2820	405912	25756
2821	406053	25612
2822	406196	25468
2823	406333	25323
2824	406469	25179
2825	406600	25034
2826	406739	24890
2827	406888	24747
2828	407030	24603
2829	407165	24458
2830	407294	24313
2831	407429	24169
2832	407568	24025
2833	407700	23880
2834	407834	23736
2835	408000	23593
2836	408174	23451
2837	408323	23308
2838	408522	23167
2839	408669	23023
2840	408847	22881
2841	409072	22742
2842	409206	22597
2843	409340	22453
2844	409486	22309
2845	409616	22164
2846	409752	22020
2847	409896	21876
2848	410058	21733
2849	410237	21591
2850	410377	21447
2851	410511	21302
2852	410661	21159
2853	410800	21015
2854	410951	20871
2855	411088	20727
2856	411230	20583
2857	411363	20438
2858	411513	20295
2859	411647	20150
2860	411781	20006
2861	411918	19861
2862	412063	19718
2863	412200	19573
2864	412337	19429
2865	412490	19286
2866	412632	19141
2867	412765	18997
2868	412932	18854
2869	413083	18711
2870	413220	18566
2871	413360	18422
2872	413496	18278
2873	413652	18135
2874	413790	17990
2875	413934	17846
2876	414073	17702
2877	414217	17558
2878	414349	17414
2879	414492	17270
2880	414628	17126
2881	414761	16981
2882	414893	16837
2883	415031	16693
2884	415225	16551
2885	415362	16407
2886	415512	16263
2887	415661	16119
2888	415819	15976
2889	415986	15833
2890	416127	15689
2891	416285	15545
2892	416432	15402
2893	416581	15258
2894	416712	15113
2895	416856	14969
2896	417017	14826
2897	417171	14683
2898	417326	14539
2899	417475	14395
2900	417616	14251
2901	417761	14107
2902	417896	13963
2903	418043	13819
2904	418178	13675
2905	418334	13531
2906	418480	13387
2907	418652	13244
2908	418843	13102
2909	419128	12962
2910	419348	12821
2911	419548	12678
2912	419727	12535
2913	419891	12392
2914	420115	12250
2915	420458	12111
2916	420640	11968
2917	420771	11824
2918	420915	11680
2919	421058	11535
2920	421195	11391
2921	421340	11247
2922	421506	11103
2923	421681	10960
2924	421850	10816
2925	421999	10672
2926	422124	10527
2927	422276	10383
2928	422462	10240
2929	422639	10097
2930	422766	9952
2931	422903	9808
2932	423061	9664
2933	423215	9520
2934	423341	9375
2935	423494	9231
2936	423649	9087
2937	423797	8943
2938	423939	8799
2939	424126	8655
2940	424311	8512
2941	424498	8368
2942	424707	8225
2943	424907	8082
2944	425040	7937
2945	425173	7793
2946	425309	7648
2947	425463	7504
2948	425630	7360
2949	425774	7216
2950	425919	7072
2951	426057	6927
2952	426201	6783
2953	426341	6639
2954	426497	6494
2955	426687	6351
2956	426819	6206
2957	426952	6062
2958	427094	5917
2959	427238	5773
2960	427379	5629
2961	427515	5484
2962	427646	5340
2963	427787	5195
2964	427936	5051
2965	428086	4907
2966	428274	4763
2967	428449	4619
2968	428626	4475
2969	428809	4331
2970	428947	4186
2971	429070	4042
2972	429200	3897
2973	429337	3753
2974	429479	3609
2975	429618	3464
2976	429748	3320
2977	429892	3175
2978	430034	3031
2979	430165	2887
2980	430305	2742
2981	430447	2598
2982	430587	2453
2983	430726	2309
2984	430907	2165
2985	431079	2021
2986	431240	1876
2987	431376	1732
2988	431509	1588
2989	431648	1443
2990	431792	1299
2991	431994	1155
2992	432129	1010
2993	432273	866
2994	432406	721
2995	432561	577
2996	432695	433
2997	432827	288
2998	433017	144
2999	433173	0
