iter	MAE
531	925.2270174
532	924.6747896
533	923.9083578
534	923.722145
535	922.7742313
536	922.3018889
537	921.6586835
538	920.6148352
539	920.0909205
540	919.3335845
541	918.7955028
542	917.7486562
543	917.0801547
544	916.4417645
545	915.7338358
546	915.3464539
547	914.9255568
548	914.4499871
549	913.7552281
550	913.4930787
551	912.9339888
552	912.5035138
553	912.0776407
554	911.2825978
555	910.979743
556	910.6218437
557	910.0803166
558	909.5379978
559	908.8908558
560	908.6651421
561	908.1321622
562	907.5161694
563	906.6109061
564	905.9095088
565	905.4064551
566	904.9746442
567	904.3050253
568	903.8776929
569	903.1653594
570	902.3141926
571	901.9381483
572	901.3594508
573	900.631859
574	899.6997479
575	898.9374449
576	898.2323549
577	897.6816617
578	897.13204
579	896.9791758
580	896.6713029
581	895.8685391
582	895.0945672
583	894.570057
584	894.1804477
585	894.0485217
586	893.9241158
587	893.1997778
588	892.317026
589	891.9571489
590	891.3223992
591	890.5783386
592	890.3373344
593	890.0583181
594	889.5238423
595	888.7740499
596	888.2492033
597	887.9939511
598	887.6980102
599	887.327217
600	886.7032524
601	886.0540951
602	885.8764956
603	885.39381
604	884.8679777
605	884.3470224
606	883.5913886
607	883.4614322
608	883.0682719
609	882.548746
610	882.1716758
611	881.7806281
612	881.3476791
613	880.8326871
614	880.279836
615	879.8670212
616	879.6878213
617	879.5663876
618	879.1489211
619	879.0363936
620	878.4423538
621	878.2240693
622	877.9981199
623	877.5806103
624	877.0944369
625	876.6276401
626	876.0328835
627	875.461235
628	874.7956296
629	874.3302212
630	873.8933559
631	873.5654497
632	872.9641116
633	872.4690896
634	872.0906841
635	871.7530372
636	871.4988393
637	871.3628294
638	870.9888137
639	870.1761029
640	869.6776844
641	869.1432708
642	868.7626836
643	868.4201551
644	868.1778047
645	868.043504
646	867.743872
647	867.5995471
648	867.5152188
649	867.4327243
650	866.899286
651	866.7849709
652	866.5312662
653	866.4193641
654	865.832441
655	865.274336
656	864.6120271
657	864.4661551
658	863.9360113
659	863.5610669
660	863.0470904
661	862.7154393
662	862.6050176
663	862.1000792
664	861.8209369
665	861.4446906
666	861.0247074
667	860.6610221
668	860.2473741
669	860.1005284
670	859.8865367
671	859.7833136
672	859.3509435
673	859.0356372
674	858.823167
675	858.6812414
676	858.3580988
677	857.9094044
678	857.4648056
679	857.3275176
680	857.0506175
681	856.6471134
682	856.4354748
683	856.0607953
684	855.9300778
685	855.7962155
686	855.5309877
687	855.3023108
688	855.0094279
689	854.5584544
690	854.3483246
691	854.1734797
692	853.9226279
693	853.4675013
694	853.1379787
695	852.8120603
696	852.4820718
697	852.1172116
698	851.8173402
699	851.4922937
700	851.0202809
701	850.8813356
702	850.6997089
703	850.4924445
704	850.4345858
705	850.2462384
706	849.8838095
707	849.5805195
708	849.1145254
709	849.0492092
710	848.4671278
711	848.2218817
712	847.9085364
713	847.7988573
714	847.4179992
715	847.3086058
716	846.9189203
717	846.6203136
718	846.3279221
719	845.9186284
720	845.408361
721	845.3381638
722	845.0838532
723	844.4749468
724	844.1659537
725	843.6531547
726	843.2556192
727	843.0647171
728	842.5678719
729	842.4667697
730	842.3829807
731	842.125556
732	841.4776726
733	841.034053
734	840.8387224
735	840.2681938
736	840.1787903
737	839.6548408
738	839.5339602
739	839.0410559
740	838.849899
741	838.7816848
742	838.5261052
743	838.1794426
744	838.013115
745	837.7661046
746	837.3075538
747	836.9768415
748	836.3705092
749	836.0888332
750	835.7555686
751	835.1324282
752	834.7123888
753	834.3802702
754	834.2733707
755	834.0344323
756	833.7799018
757	833.5857325
758	833.2311768
759	832.6955992
760	832.4334931
761	832.319818
762	832.0093647
763	831.6543025
764	831.4665346
765	831.2903246
766	830.9124747
767	830.7310227
768	830.6348056
769	830.217075
770	830.1306884
771	829.8577036
772	829.7613688
773	829.4982558
774	829.0697554
775	828.6162497
776	828.1564198
777	827.8537546
778	827.7535816
779	827.4983116
780	827.0014143
781	826.6826558
782	826.3756961
783	826.2210957
784	826.0053871
785	825.8063421
786	825.3509725
787	825.2567929
788	825.0959416
789	824.8101465
790	824.3468493
791	824.2115262
792	823.7962716
793	823.5628415
794	823.4703896
795	823.1810234
796	823.0222809
797	822.8694352
798	822.4081038
799	822.1296666
800	821.7375797
801	821.6968682
802	821.597313
803	821.2160964
804	820.8799249
805	820.5569292
806	820.3821384
807	819.9770657
808	819.7744092
809	819.3081931
810	819.1466913
811	818.9683717
812	818.8864716
813	818.3756009
814	818.3191746
815	817.8594547
816	817.609303
817	817.5161584
818	817.3522072
819	817.0640551
820	816.7737455
821	816.6881962
822	816.2742648
823	816.0118312
824	815.7578643
825	815.4087683
826	814.9015629
827	814.473514
828	814.1467769
829	814.013312
830	813.6466141
831	813.5139996
832	813.4459637
833	813.1708924
834	812.9179076
835	812.6466666
836	812.4870128
837	812.3858843
838	812.0319619
839	811.7806936
840	811.5826474
841	811.5116762
842	811.3196145
843	811.0756411
844	810.5602237
845	810.2343341
846	810.1736693
847	809.9049665
848	809.7802099
849	809.2956679
850	809.1146605
851	808.9526572
852	808.7075648
853	808.6175613
854	808.3508905
855	808.1936958
856	808.0330768
857	807.9509381
858	807.8469532
859	807.7781013
860	807.5908409
861	807.5023039
862	807.4009211
863	806.9611885
864	806.8053604
865	806.54665
866	806.363374
867	806.18898
868	806.0630968
869	805.8881595
870	805.6021609
871	805.2848896
872	804.9608574
873	804.6615797
874	804.4514183
875	804.2923048
876	804.1734303
877	803.7365881
878	803.4787416
879	803.2055119
880	803.1220105
881	802.8600049
882	802.5309383
883	802.1639735
884	802.0372731
885	801.7909834
886	801.663178
887	801.5314544
888	801.4617298
889	801.0531582
890	800.9564918
891	800.7462981
892	800.6622085
893	800.6189282
894	800.4345617
895	800.2447961
896	800.1552145
897	800.0883131
898	799.7829885
899	799.5162853
900	799.2547835
901	799.1879263
902	799.0915499
903	798.7202561
904	798.6197278
905	798.4797304
906	798.2879192
907	798.1896345
908	798.0146989
909	797.9124951
910	797.7784931
911	797.6171021
912	797.3032704
913	797.0218745
914	796.743372
915	796.436854
916	796.304191
917	796.1068999
918	795.9539506
919	795.7452969
920	795.5148789
921	795.2353641
922	794.9732393
923	794.9237355
924	794.6742975
925	794.5468455
926	794.4327118
927	794.37065
928	794.2133096
929	794.1087257
930	793.9426503
931	793.4346063
932	793.3083688
933	793.13304
934	793.0638985
935	793.0277042
936	792.9121951
937	792.6492612
938	792.575407
939	792.4874752
940	792.2757557
941	792.0836384
942	791.770919
943	791.6554467
944	791.559668
945	791.4966565
946	791.1363248
947	790.9378033
948	790.6813422
949	790.4467483
950	790.2510978
951	790.1640085
952	790.0450835
953	789.9211811
954	789.7445775
955	789.5469339
956	789.1366921
957	789.0644407
958	788.7872317
959	788.7288935
960	788.64878
961	788.6037481
962	788.5625417
963	788.4133521
964	788.2469708
965	788.2013494
966	788.0775664
967	787.8792028
968	787.7749849
969	787.6958874
970	787.6652554
971	787.5671218
972	787.3378497
973	787.3015103
974	787.0277528
975	786.7978822
976	786.4764638
977	786.1777342
978	786.1042956
979	785.8280542
980	785.7457276
981	785.5888531
982	785.4754308
983	785.2423966
984	785.1806561
985	785.0429767
986	784.7837299
987	784.5646789
988	784.4207838
989	784.2770978
990	784.0826035
991	783.899565
992	783.6293692
993	783.5102066
994	783.2714936
995	783.2071149
996	783.1399342
997	783.0168322
998	782.6788108
999	782.5260289
1000	782.5013719
1001	782.325183
1002	782.0417025
1003	781.8567569
1004	781.7900159
1005	781.6214963
1006	781.4569044
1007	781.405142
1008	781.3298319
1009	781.0401439
1010	780.9114202
1011	780.8362372
1012	780.7585727
1013	780.6329785
1014	780.5677936
1015	780.5091903
1016	780.4127526
1017	780.1188001
1018	780.0053712
1019	779.780568
1020	779.7074876
1021	779.6521108
1022	779.4031624
1023	779.3364968
1024	779.1800938
1025	779.1306124
1026	778.9779109
1027	778.8666392
1028	778.8359119
1029	778.6336166
1030	778.2973207
1031	778.2323877
1032	778.0977789
1033	778.0495231
1034	777.939694
1035	777.8602326
1036	777.5493689
1037	777.2911335
1038	777.2124098
1039	776.9561355
1040	776.68249
1041	776.2885505
1042	776.0806562
1043	775.6199264
1044	775.420467
1045	775.1548024
1046	775.0356106
1047	774.9512192
1048	774.6965678
1049	774.4434109
1050	774.3566307
1051	774.1514234
1052	774.0637252
1053	773.9172323
1054	773.7296149
1055	773.7007205
1056	773.6329005
1057	773.5058975
1058	773.4198625
1059	773.2320137
1060	773.1853002
1061	772.981844
1062	772.8746995
1063	772.5268171
1064	772.3808473
1065	772.2302455
1066	772.1191232
1067	771.9378009
1068	771.8836089
1069	771.7681459
1070	771.6895171
1071	771.6389363
1072	771.6007703
1073	771.5377132
1074	771.4020025
1075	771.3131752
1076	771.2199898
1077	770.9141889
1078	770.8706021
1079	770.8238032
1080	770.7120177
1081	770.5603519
1082	770.3086637
1083	770.0863183
1084	770.0179649
1085	769.8442441
1086	769.7908545
1087	769.5633512
1088	769.4889594
1089	769.2762329
1090	769.230625
1091	769.1072694
1092	769.019492
1093	768.6647115
1094	768.6144334
1095	768.4792168
1096	768.3931088
1097	768.2544986
1098	768.118346
1099	768.0388454
1100	767.8930992
1101	767.8354088
1102	767.6546817
1103	767.51728
1104	767.4870967
1105	767.4099261
1106	767.0887501
1107	766.7676135
1108	766.5722344
1109	766.272354
1110	765.890596
1111	765.8610515
1112	765.7416766
1113	765.5710812
1114	765.2787538
1115	765.2280573
1116	765.1621536
1117	765.1061688
1118	764.936766
1119	764.8032398
1120	764.5535499
1121	764.5161098
1122	764.3412032
1123	764.2919955
1124	764.172426
1125	764.0218415
1126	763.9840609
1127	763.7496736
1128	763.7200294
1129	763.6172891
1130	763.5656321
1131	763.5433124
1132	763.2599354
1133	763.1073805
1134	762.9057513
1135	762.8061552
1136	762.7645916
1137	762.6183098
1138	762.5730017
1139	762.339321
1140	762.3249591
1141	762.209692
1142	762.1176664
1143	761.9973671
1144	761.9117738
1145	761.7706907
1146	761.5302572
1147	761.4727232
1148	761.4508608
1149	761.4174919
1150	761.2232149
1151	761.1533517
1152	760.884801
1153	760.7228559
1154	760.6856203
1155	760.5010619
1156	760.221086
1157	760.1472236
1158	759.9322419
1159	759.8908727
1160	759.858747
1161	759.7818391
1162	759.7405783
1163	759.7185265
1164	759.6252631
1165	759.3060651
1166	759.0601407
1167	758.9857645
1168	758.9499671
1169	758.8890586
1170	758.8479713
1171	758.3982295
1172	758.3683944
1173	758.1478521
1174	758.1017477
1175	757.9279114
1176	757.7179184
1177	757.6743091
1178	757.5662932
1179	757.4744171
1180	757.2863077
1181	756.9320979
1182	756.8763897
1183	756.843671
1184	756.7382804
1185	756.6476134
1186	756.3425882
1187	756.2299672
1188	755.9769566
1189	755.9512689
1190	755.888571
1191	755.7512427
1192	755.5190745
1193	755.4057937
1194	755.2161895
1195	755.1721089
1196	754.9453311
1197	754.8466917
1198	754.7951318
1199	754.7613026
1200	754.681488
1201	754.6183753
1202	754.5847072
1203	754.5183788
1204	754.4289769
1205	754.3480056
1206	754.2090557
1207	753.8708425
1208	753.8233524
1209	753.6287988
1210	753.4696413
1211	753.4192528
1212	753.264528
1213	753.1050363
1214	752.986416
1215	752.9445948
1216	752.7986928
1217	752.7075773
1218	752.6116795
1219	752.5626817
1220	752.3644458
1221	752.2929831
1222	752.1034689
1223	751.6853328
1224	751.5505215
1225	751.5117137
1226	751.4429295
1227	751.3250529
1228	751.1527504
1229	751.0850821
1230	751.026835
1231	750.8086654
1232	750.6059892
1233	750.5523012
1234	750.5093834
1235	750.4822135
1236	750.4309744
1237	750.2549299
1238	750.1413926
1239	749.8560201
1240	749.6951209
1241	749.4879328
1242	749.3989606
1243	749.3666823
1244	749.1540122
1245	748.9535262
1246	748.6982911
1247	748.6485813
1248	748.5516849
1249	748.497319
1250	748.4307981
1251	748.3575589
1252	748.2944399
1253	748.1397726
1254	748.0339042
1255	747.883716
1256	747.8344693
1257	747.7730091
1258	747.5972798
1259	747.4320771
1260	747.3746832
1261	747.3268157
1262	747.2104806
1263	747.1623746
1264	747.1235186
1265	747.0053117
1266	746.9470551
1267	746.8193966
1268	746.7774063
1269	746.6536257
1270	746.6127656
1271	746.5790648
1272	746.4122325
1273	746.0743937
1274	746.0483528
1275	746.0267455
1276	745.8581412
1277	745.720176
1278	745.5072111
1279	745.3830159
1280	745.3458063
1281	745.1953099
1282	745.0760807
1283	745.041282
1284	744.6160881
1285	744.5223719
1286	744.4845168
1287	744.416429
1288	744.1528098
1289	744.1377697
1290	743.9611579
1291	743.7017325
1292	743.5963538
1293	743.5637267
1294	743.5266007
1295	743.4794303
1296	743.2529166
1297	743.0349947
1298	742.8841009
1299	742.833274
1300	742.7487103
1301	742.713072
1302	742.6657218
1303	742.6023714
1304	742.3662362
1305	742.2333496
1306	742.1307063
1307	741.8475663
1308	741.7566012
1309	741.7225196
1310	741.6708871
1311	741.4659962
1312	741.380858
1313	741.3177861
1314	741.2687289
1315	740.9958978
1316	740.8382173
1317	740.6479217
1318	740.5351966
1319	740.406115
1320	740.3841758
1321	740.3688066
1322	740.1461483
1323	739.9334559
1324	739.8858054
1325	739.8522789
1326	739.7852546
1327	739.7078943
1328	739.5684518
1329	739.3628546
1330	739.313353
1331	739.0460067
1332	739.0032496
1333	738.9445369
1334	738.5323398
1335	738.5059519
1336	738.4673281
1337	738.2196639
1338	738.1217272
1339	737.9584594
1340	737.935358
1341	737.8468274
1342	737.5833013
1343	737.483491
1344	737.4435807
1345	737.4293492
1346	737.2729681
1347	737.2270356
1348	737.1874624
1349	737.1272831
1350	737.0355507
1351	736.9078708
1352	736.7466611
1353	736.4885238
1354	736.2870656
1355	736.2450115
1356	736.1488552
1357	735.9947662
1358	735.9628143
1359	735.9389211
1360	735.8753886
1361	735.8245585
1362	735.7291955
1363	735.6959112
1364	735.6334816
1365	735.3138379
1366	735.1310557
1367	735.0815542
1368	735.0551221
1369	734.9891419
1370	734.9299651
1371	734.5907399
1372	734.5487935
1373	734.163373
1374	734.0654558
1375	734.0100524
1376	733.9541286
1377	733.9215082
1378	733.8652502
1379	733.8087743
1380	733.7912917
1381	733.6133207
1382	733.5448746
1383	733.4139447
1384	733.3320556
1385	733.2614003
1386	733.1330019
1387	733.108074
1388	732.8437713
1389	732.7561301
1390	732.6010605
1391	732.5167309
1392	732.4557008
1393	732.362614
1394	732.3439338
1395	732.2151909
1396	732.0769814
1397	732.061206
1398	731.9748032
1399	731.8420571
1400	731.7515789
1401	731.6763122
1402	731.5769879
1403	731.5253547
1404	731.1992691
1405	731.1724586
1406	730.8201511
1407	730.7502353
1408	730.4808604
1409	730.4227275
1410	730.3173803
1411	730.2502788
1412	730.0875492
1413	730.018239
1414	729.9539624
1415	729.9326021
1416	729.7838581
1417	729.6478202
1418	729.5427827
1419	729.5052811
1420	729.3861985
1421	729.2623246
1422	728.9937448
1423	728.920794
1424	728.8791705
1425	728.8274542
1426	728.7801914
1427	728.6322276
1428	728.5041619
1429	728.4324563
1430	728.3270679
1431	728.2814003
1432	727.8959031
1433	727.878441
1434	727.8365305
1435	727.7362565
1436	727.7145951
1437	727.6426402
1438	727.4472876
1439	727.4214542
1440	727.3228478
1441	727.2228306
1442	727.0883362
1443	727.0110084
1444	726.9645197
1445	726.753249
1446	726.5233154
1447	726.3437938
1448	726.325768
1449	726.1424069
1450	726.0817707
1451	726.0519043
1452	725.9837226
1453	725.8570023
1454	725.5483864
1455	725.5070893
1456	725.2221847
1457	725.2060496
1458	724.9538217
1459	724.8166182
1460	724.7908978
1461	724.7534265
1462	724.6180398
1463	724.5951221
1464	724.5169627
1465	724.4698391
1466	724.1990745
1467	724.1458524
1468	723.996277
1469	723.7691882
1470	723.7430241
1471	723.4240662
1472	723.3570014
1473	723.0838194
1474	723.0444029
1475	722.9175564
1476	722.6994174
1477	722.6871661
1478	722.5565605
1479	722.4376519
1480	722.3706708
1481	722.283666
1482	722.230213
1483	722.1983099
1484	722.1680799
1485	721.8904442
1486	721.8689753
1487	721.8439145
1488	721.7325727
1489	721.5335879
1490	721.4666541
1491	721.4008
1492	721.3405471
1493	721.3067035
1494	721.2764015
1495	721.2392062
1496	721.2132954
1497	720.9200427
1498	720.866138
1499	720.7184171
1500	720.6467345
1501	720.4446589
1502	720.3366059
1503	720.3104706
1504	720.2531764
1505	720.2239778
1506	720.2058539
1507	720.035544
1508	719.9781202
1509	719.858349
1510	719.7939706
1511	719.769022
1512	719.7515272
1513	719.6231044
1514	719.4774663
1515	719.4639151
1516	719.4015472
1517	719.3789453
1518	719.3393424
1519	719.2906095
1520	719.2676046
1521	719.2474234
1522	719.2106032
1523	719.0810199
1524	719.0381731
1525	719.0241221
1526	718.9980037
1527	718.7347378
1528	718.6536834
1529	718.6239112
1530	718.572471
1531	718.3895678
1532	718.1246999
1533	718.0471953
1534	718.0116019
1535	717.8538764
1536	717.8107125
1537	717.7004923
1538	717.5331743
1539	717.4678759
1540	717.402064
1541	717.3352726
1542	717.2692361
1543	717.2602642
1544	717.2248212
1545	717.1304984
1546	716.9552854
1547	716.8684716
1548	716.8468029
1549	716.6265131
1550	716.55277
1551	716.5027658
1552	716.4199906
1553	716.2666607
1554	716.1910637
1555	716.1522531
1556	715.955818
1557	715.9243367
1558	715.9062783
1559	715.6254962
1560	715.6083494
1561	715.5083952
1562	715.4579964
1563	715.4416965
1564	715.1456277
1565	715.1010666
1566	715.0606185
1567	714.9963807
1568	714.9715904
1569	714.6463772
1570	714.6028526
1571	714.5841612
1572	714.5323906
1573	714.5075809
1574	714.4806324
1575	714.4401602
1576	714.3873469
1577	714.3618574
1578	714.21132
1579	713.9330147
1580	713.8881703
1581	713.8676297
1582	713.8398464
1583	713.7539757
1584	713.6699271
1585	713.5305081
1586	713.4178377
1587	713.378639
1588	713.3559462
1589	713.3063847
1590	713.1115263
1591	713.104285
1592	712.9959852
1593	712.9065025
1594	712.8969136
1595	712.8532584
1596	712.8314359
1597	712.8086072
1598	712.7958834
1599	712.7575749
1600	712.724196
1601	712.6685465
1602	712.6388275
1603	712.3591466
1604	712.3433702
1605	712.3027305
1606	712.257818
1607	712.2230116
1608	712.1150953
1609	712.0244963
1610	711.7507418
1611	711.6818013
1612	711.6625859
1613	711.6368776
1614	711.5763294
1615	711.5580593
1616	711.3864839
1617	711.3650733
1618	711.2499512
1619	711.2034657
1620	711.0186709
1621	710.9818855
1622	710.946128
1623	710.7398836
1624	710.716286
1625	710.7064543
1626	710.6784809
1627	710.6645106
1628	710.5696741
1629	710.498715
1630	710.3959168
1631	710.1782729
1632	710.0763305
1633	710.0471633
1634	709.9265677
1635	709.8980315
1636	709.7335076
1637	709.6027662
1638	709.5877857
1639	709.5519055
1640	709.5293305
1641	709.2981619
1642	709.2681932
1643	709.1173018
1644	709.1060845
1645	708.9229349
1646	708.9100597
1647	708.8812728
1648	708.7594894
1649	708.7234118
1650	708.5951715
1651	708.4883632
1652	708.4655327
1653	708.320797
1654	708.2110353
1655	708.0469097
1656	707.8989708
1657	707.7290877
1658	707.7078001
1659	707.6632999
1660	707.5259232
1661	707.4485107
1662	707.3706491
1663	707.3310765
1664	707.1985621
1665	707.0932182
1666	707.0234296
1667	707.0048408
1668	706.8497659
1669	706.7713918
1670	706.533104
1671	706.4958089
1672	706.470228
1673	706.2539049
1674	706.1690474
1675	706.036944
1676	706.0257866
1677	706.0076719
